Name.of.institution,UnitID,Sector,OPEID,Calendar.system
Ottawa University-Online,132602,2,922600,Academic
Ottawa University-Phoenix,132657,2,315700,Academic
Ottawa University-Kansas City,132666,2,251900,Academic
Ottawa University-Milwaukee,132675,2,307801,Academic
Ottawa University-Jeffersonville,132693,2,933300,Academic
Pratt Community College,132709,4,150600,Academic
Newman University,132806,2,242400,Academic
Southwestern College,132842,2,675000,Academic
University of Saint Mary,132851,2,181500,Academic
Sterling College,132879,2,114100,Academic
Tabor College,132903,2,702200,Academic
University of Kansas,132976,1,2569400,Academic
Washburn University,133021,1,1056700,Academic
Washburn Institute of Technology,133085,7,108103,Academic
Wichita State University,133155,1,108102,Academic
Alice Lloyd College,133386,2,108159,Academic
Asbury University,133465,2,108100,Academic
Bellarmine University,133492,2,108101,Academic
Berea College,133508,2,914500,Academic
Brescia University,133526,2,332900,Academic
Campbellsville University,133553,2,2192200,Academic
Spalding University,133650,2,153500,Academic
Centre College,133669,2,1171100,Academic
University of the Cumberlands,133702,2,359412,Academic
Eastern Kentucky University,133711,1,153702,Academic
Georgetown College,133809,2,4119600,Academic
Kentucky Christian University,133845,2,4178000,Academic
Kentucky State University,133854,1,3256300,Academic
Kentucky Wesleyan College,133863,2,3676300,Academic
Lindsey Wilson College,133872,2,4142500,Academic
Midway College,133881,2,3475400,Academic
Morehead State University,133951,1,2335500,Academic
Murray State University,133960,1,4153800,Academic
West Kentucky Community and Technical College,133979,4,350400,Academic
University of Pikeville,133997,2,1036500,Academic
Saint Catharine College,134024,2,3422400,Academic
Transylvania University,134079,2,182400,Academic
Union College,134097,2,155500,Academic
University of Kentucky,134112,1,155700,Academic
Ashland Community and Technical College,134121,4,3438300,Academic
Elizabethtown Community and Technical College,134130,4,361800,Academic
Henderson Community College,134149,4,1061800,Academic
Hopkinsville Community College,134228,4,3516300,Academic
Big Sandy Community and Technical College,134237,4,2508900,Academic
Somerset Community College,134291,4,726400,Academic
Southeast Kentucky Community and Technical College,134307,4,325100,Academic
University of Louisville,134343,1,2075800,Academic
Thomas More College,134422,2,3002100,Academic
Western Kentucky University,134495,1,3000100,Academic
Centenary College of Louisiana,134510,2,185800,Academic
Dillard University,134529,2,2159700,Academic
Nicholls State University,134574,1,3108500,Academic
Grambling State University,134608,1,729100,Academic
Louisiana College,134680,2,1252500,Academic
Louisiana Tech University,134714,1,3544300,Academic
Louisiana State University and Agricultural & Mechanical College,134811,1,3076300,Academic
Louisiana State University-Alexandria,134909,1,1302600,Academic
Louisiana State University-Eunice,134945,4,3106200,Academic
Louisiana State University-Shreveport,135063,1,215000,Academic
University of New Orleans,135081,1,2546300,Academic
Loyola University New Orleans,135124,2,195500,Academic
McNeese State University,135142,1,328000,Academic
University of Louisiana at Monroe,135160,1,342900,Academic
Northwestern State University of Louisiana,135179,1,1118900,Academic
Our Lady of Holy Cross College,135188,2,622800,Academic
Southeastern Louisiana University,135267,1,367400,Academic
Southern University and A & M College,135276,1,359800,Academic
Southern University at New Orleans,135294,1,2535600,Academic
Saint Joseph Seminary College,135337,2,648700,Academic
Tulane University of Louisiana,135364,2,3092600,Academic
University of Louisiana at Lafayette,135391,1,349900,Academic
Xavier University of Louisiana,135407,2,291300,Academic
University of Maine at Presque Isle,135416,1,3332300,Academic
Bates College,135522,2,3457300,Academic
Bowdoin College,135559,2,314700,Academic
Colby College,135647,2,3089300,Academic
University of Maine at Farmington,135717,1,367409,Academic
University of Maine at Fort Kent,135726,1,2594300,Academic
Husson University,135735,2,3868300,Academic
Maine Maritime Academy,135771,1,156300,Academic
University of New England,135939,2,4227900,Academic
Saint Joseph's College of Maine,135957,2,1047400,Academic
Thomas College,136048,2,1313400,Academic
University of Maine,136066,1,146800,Academic
University of Southern Maine,136109,1,366300,Academic
University of Maine at Machias,136145,1,172700,Academic
Allegany College of Maryland,136172,4,366900,Academic
Anne Arundel Community College,136206,4,396600,Academic
Baltimore City Community College,136215,4,279100,Academic
Bowie State University,136233,1,884400,Academic
The Community College of Baltimore County,136288,4,148600,Academic
College of Southern Maryland,136303,4,3456700,Academic
Notre Dame of Maryland University,136330,2,243500,Academic
Washington Adventist University,136358,2,223900,Academic
Coppin State University,136400,1,1119200,Academic
Frederick Community College,136473,4,711300,Academic
Frostburg State University,136491,1,319700,Academic
Goucher College,136516,2,385000,Academic
Hagerstown Community College,136659,4,2069000,Academic
Harford Community College,136765,4,3112107,Academic
Hood College,136774,2,364500,Academic
Johns Hopkins University,136826,2,160000,Academic
Loyola University Maryland,136950,2,807500,Academic
Maryland Institute College of Art,137023,2,393803,Academic
Morgan State University,137032,1,4179500,Academic
Mount St Mary's University,137078,2,200300,Academic
Ner Israel Rabbinical College,137087,2,143600,Academic
Prince George's Community College,137096,4,342400,Academic
Salisbury University,137120,1,370200,Academic
St John's College,137148,2,376200,Academic
St. John's College,137209,2,4067300,Academic
St Mary's College of Maryland,137245,1,2594301,Academic
Towson University,137272,1,3088800,Academic
University of Baltimore,137281,1,186600,Academic
University of Maryland-College Park,137315,1,3264300,Academic
University of Maryland-Baltimore County,137351,1,282500,Academic
University of Maryland Eastern Shore,137476,1,248500,Academic
Stevenson University,137537,2,354500,Academic
Washington College,137546,2,3029700,Academic
McDaniel College,137564,2,266500,Academic
American International College,137591,2,170800,Academic
Amherst College,137713,2,141400,Academic
Anna Maria College,137759,2,158200,Academic
Assumption College,137777,2,2515402,Academic
Merrimack College,137801,2,191800,Academic
Babson College,137810,2,152600,Academic
Bay Path University,137847,2,209200,Academic
Becker College,137856,2,1297600,Academic
Bentley University,137865,2,258600,Academic
Berklee College of Music,137953,2,3120300,Academic
Boston College,137962,2,2143400,Academic
The Boston Conservatory,138132,2,215400,Academic
Boston University,138187,2,3894300,Academic
Brandeis University,138275,2,398700,Academic
Clark University,138284,2,198300,Academic
College of Our Lady of the Elms,138293,2,196400,Academic
College of the Holy Cross,138309,2,467306,Academic
Curry College,138354,2,110000,Academic
Dean College,138372,2,222700,Academic
Eastern Nazarene College,138479,2,407200,Academic
Emerson College,138488,2,110600,Academic
Emmanuel College,138497,2,117400,Academic
Endicott College,138558,2,2152000,Academic
Fisher College,138600,2,243900,Academic
Benjamin Franklin Institute of Technology,138655,2,281300,Academic
Gordon College,138664,2,118300,Academic
Hellenic College-Holy Cross Greek Orthodox School of Theology,138682,2,1230000,Academic
Harvard University,138691,2,367401,Academic
Lasell College,138716,2,223400,Academic
Lesley University,138761,2,352800,Academic
University of Massachusetts-Lowell,138789,1,4153900,Academic
MCPHS University,138813,2,271100,Academic
Berkshire Community College,138822,4,3666300,Academic
Cape Cod Community College,138840,4,146600,Academic
Greenfield Community College,138868,4,380600,Academic
Holyoke Community College,138901,4,243300,Academic
Massachusetts Bay Community College,138938,4,3112101,Academic
Mount Wachusett Community College,138947,4,3001800,Academic
North Shore Community College,138956,4,3373300,Academic
Northern Essex Community College,139010,4,381900,Academic
Quinsigamond Community College,139074,4,250000,Academic
Bristol Community College,139092,4,316400,Academic
Massasoit Community College,139144,4,2107300,Academic
Massachusetts Institute of Technology,139153,2,986300,Academic
Massachusetts College of Art and Design,139199,1,2505400,Academic
Massachusetts Maritime Academy,139205,1,3112109,Academic
Bridgewater State University,139214,1,162400,Academic
Fitchburg State University,139250,1,235800,Academic
Framingham State University,139278,1,113100,Academic
Massachusetts College of Liberal Arts,139287,1,356000,Academic
Salem State University,139311,1,255300,Academic
Westfield State University,139357,1,344500,Academic
Worcester State University,139366,1,296800,Academic
Mount Holyoke College,139384,2,144300,Academic
Mount Ida College,139393,2,193700,Academic
The New England Conservatory of Music,139463,2,275100,Academic
Nichols College,139506,2,2590900,Academic
Northeastern University,139579,2,370200,Academic
Pine Manor College,139621,2,999200,Academic
Quincy College,139630,4,479800,Academic
Regis College,139658,2,258000,Academic
Simmons College,139700,2,369300,Academic
Smith College,139719,2,2328900,Academic
University of Massachusetts-Dartmouth,139755,1,148800,Academic
Springfield College,139764,2,169100,Academic
Saint John's Seminary,139861,2,311500,Academic
Stonehill College,139931,2,310900,Academic
Suffolk University,139940,2,2269900,Academic
Tufts University,139959,2,151500,Academic
University of Massachusetts-Amherst,139968,1,295700,Academic
University of Massachusetts-Boston,139986,1,860900,Academic
Wellesley College,139995,2,648900,Academic
Wentworth Institute of Technology,140003,2,345700,Academic
Western New England University,140012,2,198700,Academic
Wheaton College,140164,2,311000,Academic
Wheelock College,140234,2,350100,Academic
Williams College,140243,2,1257400,Academic
Worcester Polytechnic Institute,140252,2,222900,Academic
Adrian College,140331,2,207600,Academic
Albion College,140340,2,183400,Academic
Alma College,140447,2,306900,Academic
Alpena Community College,140553,4,357700,Academic
Andrews University,140599,2,2270600,Academic
Aquinas College,140678,2,319900,Academic
Bay de Noc Community College,140696,4,492300,Academic
Calvin College,140720,2,275800,Academic
Central Michigan University,140818,1,222500,Academic
Cleary University,140827,2,466100,Academic
Davenport University,140872,2,153600,Academic
Delta College,140942,4,320700,Academic
Eastern Michigan University,140951,1,282000,Academic
Ferris State University,140960,1,316600,Academic
Mott Community College,140988,4,153100,Academic
Kettering University,141006,2,132200,Academic
Glen Oaks Community College,141015,4,385400,Academic
Gogebic Community College,141060,4,298500,Academic
Grace Bible College,141097,2,159100,Academic
Cornerstone University,141158,2,2594302,Academic
Grand Rapids Community College,141167,4,273100,Academic
Grand Valley State University,141185,1,379700,Academic
Great Lakes Christian College,141237,2,175600,Academic
Henry Ford Community College,141255,4,123600,Academic
Hope College,141264,2,326800,Academic
Jackson College,141325,1,142600,Academic
Kalamazoo College,141334,2,185600,Academic
